http://www2.liu.edu/cwis/rckld/,Long Island University&ndash;Rockland Graduate Campus,liu
http://www.liu.edu/cwis/west/,Long Island University&ndash;Westchester Graduate Campus,liu
http://www.longwood.edu/,Longwood University,longwood
http://www.longy.edu/,Longy School of Music,longy
http://www.loras.edu/,Loras College,loras
http://www.lacollege.edu/,Louisiana College,lacollege
http://www.lsu.edu/,Louisiana State University,lsu
http://www.lsua.edu/,Louisiana State University&ndash;Alexandria,lsua
http://www.law.lsu.edu/,Louisiana State University&ndash;Law Center,lsu
http://www.lsuhsc.edu/,Louisiana State University Health Sciences Center&ndash;New Orleans,lsuhsc
http://www.lsuhscshreveport.edu/,Louisiana State University Health Sciences Center&ndash;Shreveport,lsuhscshreveport
http://www.lsus.edu/,Louisiana State University&ndash;Shreveport,lsus
http://www.lsusystem.edu/,Louisiana State University System,lsusystem
http://www.latech.edu/,Louisiana Tech University,latech
http://www.lpts.edu/,Louisville Presbyterian Theological Seminary,lpts
http://www.lourdes.edu/,Lourdes College,lourdes
http://www.loyola.edu/,Loyola University Maryland,loyola
http://www.lmu.edu/,Loyola Marymount University,lmu
http://www.luc.edu/,Loyola University Chicago,luc
http://www.loyno.edu/,Loyola University New Orleans,loyno
http://www.lcu.edu/,Lubbock Christian University,lcu
http://www.luther.edu/,Luther College,luther
http://www.luthersem.edu/,Luther Seminary,luthersem
http://www.lstc.edu/,Lutheran School of Theology at Chicago,lstc
http://www.ltsg.edu/,Lutheran Theological Seminary at Gettysburg,ltsg
http://www.ltsp.edu/,Lutheran Theological Seminary at Philadelphia,ltsp
http://www.lycoming.edu/,Lycoming College,lycoming
http://www.lymeacademy.edu/,Lyme Academy College of Fine Arts,lymeacademy
http://www.lynchburg.edu/,Lynchburg College,lynchburg
http://www.lyndonstate.edu/,Lyndon State College,lyndonstate
http://www.lynn.edu/,Lynn University,lynn
http://www.lyon.edu/,Lyon College,lyon
http://www.naropa.edu/,Naropa University,naropa
http://www.national.edu/,National American University,national
http://www.ncnm.edu/,National College of Natural Medicine,ncnm
http://www.ndic.edu/,National Defense Intelligence College,ndic
http://www.ndu.edu/,National Defense University,ndu
http://www.ngs.edu/,National Graduate School of Quality Management,ngs
http://www.nhu.edu/,National Hispanic University,nhu
http://www.nlc.edu/,National Labor College,nlc
http://www.nl.edu/,National-Louis University,nl
http://www.denvercenter.org/education/Nationaltheatreconservatory.aspx,National Theatre Conservatory,
http://www.nu.edu/,National University,nu
http://www.nuhs.edu/,National University of Health Sciences,nuhs
